Subject,Sex,Age,Monolingual?,Sign Language?,Trial Number,Type of Action,Event,Trial Type,Word Order,Patient_Present,P_before_A,Exclude,Object Type,Spatial Cue
24,,,,,18,Transitive,Girl elbows old lady,Gesture,SOV,,1,,Person,
24,,,,,19,Intransitive,Ball rolls,Gesture,SV,,,,None,
24,,,,,20,Transitive,Fireman throws star,Gesture,SOV,,1,,Object,
24,,,,,21,Transitive,Boy lifts girl,Gesture,VSOSV,,1,1,Person,
24,,,,,22,Transitive,Girl rubs heart,Gesture,OSV,,1,,Object,
24,,,,,23,Intransitive,Car tumbles,Gesture,SV,,,,None,
24,,,,,24,Transitive,Old lady elbows ball,Gesture,SOV,,1,,Object,
24,,,,,25,Transitive,Fireman pushes boy,Gesture,VOVSVSV,,1,1,Person,
24,,,,,26,Intransitive,Old lady jumps,Gesture,SV,,,,None,
24,,,,,27,Transitive,Girl pushes car,Gesture,SOV,,1,,Object,
24,,,,,28,Transitive,Boy kicks ball,Gesture,SOSOV,,1,,Object,
25,,,,,2,Intransitive,Star moves in circle,Gesture,,,,,None,
25,,,,,3,Transitive,Old lady waves heart,Gesture,VO,,,,Object,
25,,,,,5,Transitive,Girl kisses boy,Gesture,SV,,,1,Person,
25,,,,,6,Intransitive,Girl tumbles,Gesture,SV,,,,None,
25,,,,,7,Transitive,Old lady pokes fireman,Gesture,VSOV,,,1,Person,
25,,,,,8,Transitive,Fireman lifts car,Gesture,VO,,1,,Object,
25,,,,,9,Transitive,Boy pokes heart,Gesture,VO,,1,,Object,
25,,,,,10,Intransitive,Heart falls,Gesture,SV,,,,None,
25,,,,,11,Intransitive,Fireman falls,Gesture,SV,,,,None,
25,,,,,12,Intransitive,Star jumps,Gesture,SV,,,,None,
25,,,,,13,Transitive,Girl throws old lady,Gesture,VO,,,,Person,
25,,,,,14,Transitive,Old lady rubs fireman,Gesture,OVS,,,,Person,
25,,,,,15,Transitive,Old lady kisses star,Gesture,SOV,,1,,Object,
25,,,,,16,Transitive,Fireman kicks girl,Gesture,V,,,1,Person,
25,,,,,17,Intransitive,Boy skates,Gesture,V,,,,None,
25,,,,,18,Transitive,Girl elbows old lady,Gesture,VO,,,,Person,
25,,,,,19,Intransitive,Ball rolls,Gesture,V,,,,None,
25,,,,,20,Transitive,Fireman throws star,Gesture,OV,,1,,Object,
25,,,,,21,Transitive,Boy lifts girl,Gesture,OV,,1,,Person,
25,,,,,22,Transitive,Girl rubs heart,Gesture,OV,,1,,Object,
25,,,,,23,Intransitive,Car tumbles,Gesture,SV,,,,None,
25,,,,,24,Transitive,Old lady elbows ball,Gesture,VO,,,,Object,
25,,,,,25,Transitive,Fireman pushes boy,Gesture,V,,,1,Person,
25,,,,,26,Intransitive,Old lady jumps,Gesture,SV,,,,None,
25,,,,,27,Transitive,Girl pushes car,Gesture,SVO,,,,Object,
25,,,,,28,Transitive,Boy kicks ball,Gesture,V,,,1,Object,
26,,,,,2,Intransitive,Star moves in circle,Gesture,SV,,,,None,
26,,,,,3,Transitive,Old lady waves heart,Gesture,SV,,,,Object,
26,,,,,5,Transitive,Boy kicks ball,Gesture,SVOV,,,1,Object,
26,,,,,6,Transitive,Girl pushes car,Gesture,SV,,,1,Object,
26,,,,,7,Intransitive,Old lady jumps,Gesture,V,,,,None,
26,,,,,8,Transitive,Fireman pushes boy,Gesture,SV,,,1,Person,
26,,,,,9,Transitive,Old lady elbows ball,Gesture,SOV,,1,,Object,
26,,,,,10,Intransitive,Car tumbles,Gesture,V,,,,None,
26,,,,,11,Transitive,Girl rubs heart,Gesture,OVS,,1,,Object,
26,,,,,12,Transitive,Boy lifts girl,Gesture,SVO,,,,Person,
26,,,,,13,Transitive,Fireman throws star,Gesture,OV,,1,,Object,
26,,,,,14,Intransitive,Ball rolls,Gesture,SV,,,,None,
26,,,,,15,Transitive,Girl elbows old lady,Gesture,SVO,,,,Person,
26,,,,,16,Intransitive,Boy skates,Gesture,SV,,,,None,
26,,,,,17,Transitive,Fireman kicks girl,Gesture,SVO,,,,Person,
26,,,,,18,Transitive,Old lady kisses star,Gesture,SVO,,1,,Object,
26,,,,,19,Transitive,Old lady rubs fireman,Gesture,SVO,,,,Person,
26,,,,,20,Transitive,Girl throws old lady,Gesture,SVO,,,,Person,
26,,,,,21,Intransitive,Star jumps,Gesture,SV,,,,None,
26,,,,,22,Intransitive,Fireman falls,Gesture,SV,,,,None,
26,,,,,23,Intransitive,Heart falls,Gesture,SV,,,,None,
26,,,,,24,Transitive,Boy pokes heart,Gesture,OV,,1,,Object,
26,,,,,25,Transitive,Fireman lifts car,Gesture,SOSV,,1,,Object,
26,,,,,26,Transitive,Old lady pokes fireman,Gesture,SVO,,,,Person,
26,,,,,27,Intransitive,Girl tumbles,Gesture,SV,,,,None,
26,,,,,28,Transitive,Girl kisses boy,Gesture,SVO,,,,Person,
27,,,,,2,Intransitive,Star moves in circle,Gesture,,,,,None,
27,,,,,3,Transitive,Old lady waves heart,Gesture,,,,,Object,
27,,,,,5,Transitive,Girl kisses boy,Gesture,SV,,,1,Person,
27,,,,,6,Intransitive,Girl tumbles,Gesture,SV,,,,None,
27,,,,,7,Transitive,Old lady pokes fireman,Gesture,OV,,,1,Person,
27,,,,,8,Transitive,Fireman lifts car,Gesture,SV,,,1,Object,
27,,,,,9,Transitive,Boy pokes heart,Gesture,OV,,1,,Object,
27,,,,,10,Intransitive,Heart falls,Gesture,SV,,,,None,
27,,,,,11,Intransitive,Fireman falls,Gesture,SV,,,,None,
27,,,,,12,Intransitive,Star jumps,Gesture,SV,,,,None,
27,,,,,13,Transitive,Girl throws old lady,Gesture,SV,,,1,Person,
27,,,,,14,Transitive,Old lady rubs fireman,Gesture,SV,,,1,Person,
27,,,,,15,Transitive,Old lady kisses star,Gesture,OV,,1,,Object,
27,,,,,16,Transitive,Fireman kicks girl,Gesture,SVO,,0,,Person,
27,,,,,17,Intransitive,Boy skates,Gesture,SV,,,,None,
27,,,,,18,Transitive,Girl elbows old lady,Gesture,SVO,,0,,Person,
27,,,,,19,Intransitive,Ball rolls,Gesture,SV,,,,None,
27,,,,,20,Transitive,Fireman throws star,Gesture,OSOV,,1,,Object,
27,,,,,21,Transitive,Boy lifts girl,Gesture,SVO,,0,,Person,
27,,,,,22,Transitive,Girl rubs heart,Gesture,SOV,,1,,Object,
27,,,,,23,Intransitive,Car tumbles,Gesture,SV,,,,None,
27,,,,,24,Transitive,Old lady elbows ball,Gesture,OSV,,0,,Object,
27,,,,,25,Transitive,Fireman pushes boy,Gesture,SVO,,0,,Person,
27,,,,,26,Intransitive,Old lady jumps,Gesture,SV,,,,None,
27,,,,,27,Transitive,Girl pushes car,Gesture,SVO,,0,,Object,
27,,,,,28,Transitive,Boy kicks ball,Gesture,SV,,0,1,Object,
28,,,,,2,Intransitive,Star moves in circle,Gesture,,,,,None,
28,,,,,3,Transitive,Old lady waves heart,Gesture,,,,,Object,
28,,,,,5,Transitive,Boy kicks ball,Gesture,SVOVS,,1,1,Object,
28,,,,,6,Transitive,Girl pushes car,Gesture,SVO,,0,,Object,
28,,,,,7,Intransitive,Old lady jumps,Gesture,SV,,,,None,
28,,,,,8,Transitive,Fireman pushes boy,Gesture,,,,,Person,
28,,,,,9,Transitive,Old lady elbows ball,Gesture,,,,,Object,
28,,,,,10,Intransitive,Car tumbles,Gesture,,,,,None,
28,,,,,11,Transitive,Girl rubs heart,Gesture,,,,,Object,
28,,,,,12,Transitive,Boy lifts girl,Gesture,,,,,Person,
28,,,,,13,Transitive,Fireman throws star,Gesture,,,,,Object,
28,,,,,14,Intransitive,Ball rolls,Gesture,,,,,None,
28,,,,,15,Transitive,Girl elbows old lady,Gesture,,,,,Person,
28,,,,,16,Intransitive,Boy skates,Gesture,,,,,None,
28,,,,,17,Transitive,Fireman kicks girl,Gesture,,,,,Person,
28,,,,,18,Transitive,Old lady kisses star,Gesture,,,,,Object,
28,,,,,19,Transitive,Old lady rubs fireman,Gesture,,,,,Person,
28,,,,,20,Transitive,Girl throws old lady,Gesture,,,,,Person,
28,,,,,21,Intransitive,Star jumps,Gesture,,,,,None,
28,,,,,22,Intransitive,Fireman falls,Gesture,,,,,None,
28,,,,,23,Intransitive,Heart falls,Gesture,,,,,None,
28,,,,,24,Transitive,Boy pokes heart,Gesture,,,,,Object,
28,,,,,25,Transitive,Fireman lifts car,Gesture,,,,,Object,
28,,,,,26,Transitive,Old lady pokes fireman,Gesture,,,,,Person,
28,,,,,27,Intransitive,Girl tumbles,Gesture,,,,,None,
28,,,,,28,Transitive,Girl kisses boy,Gesture,,,,,Person,
29,,,,,2,Intransitive,Star moves in circle,Gesture,,,,,None,
29,,,,,3,Transitive,Old lady waves heart,Gesture,,,,,Object,
29,,,,,5,Transitive,Girl kisses boy,Gesture,V,,,,Person,
29,,,,,6,Intransitive,Girl tumbles,Gesture,SV,,,,None,
29,,,,,7,Transitive,Old lady pokes fireman,Gesture,SV,,,,Person,
29,,,,,8,Transitive,Fireman lifts car,Gesture,VOV,,,,Object,
29,,,,,9,Transitive,Boy pokes heart,Gesture,OV,,,,Object,
29,,,,,10,Intransitive,Heart falls,Gesture,SV,,,,None,
29,,,,,11,Intransitive,Fireman falls,Gesture,SV,,,,None,
29,,,,,12,Intransitive,Star jumps,Gesture,SV,,,,None,
29,,,,,13,Transitive,Girl throws old lady,Gesture,SVO,,,,Person,
29,,,,,14,Transitive,Old lady rubs fireman,Gesture,V,,,,Person,
29,,,,,15,Transitive,Old lady kisses star,Gesture,OV,,1,,Object,
29,,,,,16,Transitive,Fireman kicks girl,Gesture,V,,,,Person,
29,,,,,17,Intransitive,Boy skates,Gesture,V,,,,None,
29,,,,,18,Transitive,Girl elbows old lady,Gesture,V,,,,Person,
29,,,,,19,Intransitive,Ball rolls,Gesture,SV,,,,None,
29,,,,,20,Transitive,Fireman throws star,Gesture,OV,,,,Object,
29,,,,,21,Transitive,Boy lifts girl,Gesture,SV,,,,Person,
29,,,,,22,Transitive,Girl rubs heart,Gesture,OV,,,,Object,
29,,,,,23,Intransitive,Car tumbles,Gesture,SV,,,,None,
29,,,,,24,Transitive,Old lady elbows ball,Gesture,VO,,,,Object,
29,,,,,25,Transitive,Fireman pushes boy,Gesture,SV,,,,Person,
29,,,,,26,Intransitive,Old lady jumps,Gesture,SV,,,,None,
29,,,,,27,Transitive,Girl pushes car,Gesture,SOV,,,,Object,
29,,,,,28,Transitive,Boy kicks ball,Gesture,OV,,,,Object,
30,,,,,2,Intransitive,Star moves in circle,Gesture,SV,,,,None,
30,,,,,3,Transitive,Old lady waves heart,Gesture,OSOV,,1,,Object,
30,,,,,5,Transitive,Boy kicks ball,Gesture,OV,,,,Object,
30,,,,,6,Transitive,Girl pushes car,Gesture,OVS,,1,,Object,
30,,,,,7,Intransitive,Old lady jumps,Gesture,SV,,,,None,
30,,,,,8,Transitive,Fireman pushes boy,Gesture,VO,,,,Person,
30,,,,,9,Transitive,Old lady elbows ball,Gesture,SOVO,,1,1,Object,
30,,,,,10,Intransitive,Car tumbles,Gesture,SV,,,,None,
30,,,,,11,Transitive,Girl rubs heart,Gesture,SOVOV,,1,1,Object,
30,,,,,12,Transitive,Boy lifts girl,Gesture,SVO,,,,Person,
30,,,,,13,Transitive,Fireman throws star,Gesture,SOV,,1,,Object,
30,,,,,14,Intransitive,Ball rolls,Gesture,SV,,,,None,
30,,,,,15,Transitive,Girl elbows old lady,Gesture,SVO,,,,Person,
30,,,,,16,Intransitive,Boy skates,Gesture,SV,,,,None,
30,,,,,17,Transitive,Fireman kicks girl,Gesture,SVO,,,,Person,
30,,,,,18,Transitive,Old lady kisses star,Gesture,SVO,,1,,Object,
30,,,,,19,Transitive,Old lady rubs fireman,Gesture,SVO,,,,Person,
30,,,,,20,Transitive,Girl throws old lady,Gesture,SVO,,,,Person,
30,,,,,21,Intransitive,Star jumps,Gesture,SV,,,,None,
30,,,,,22,Intransitive,Fireman falls,Gesture,SV,,,,None,
30,,,,,23,Intransitive,Heart falls,Gesture,SV,,,,None,
30,,,,,24,Transitive,Boy pokes heart,Gesture,SVO,,1,,Object,
30,,,,,25,Transitive,Fireman lifts car,Gesture,OVSOV,,1,1,Object,
30,,,,,26,Transitive,Old lady pokes fireman,Gesture,SVO,,,,Person,
30,,,,,27,Intransitive,Girl tumbles,Gesture,SV,,,,None,
30,,,,,28,Transitive,Girl kisses boy,Gesture,SVO,,,,Person,
31,,,,,2,Intransitive,Star moves in circle,Gesture,SV,,,,None,
31,,,,,3,Transitive,Old lady waves heart,Gesture,SOV,,,,Object,
31,,,,,5,Transitive,Boy kicks ball,Gesture,SVO,,,,Object,1
31,,,,,6,Transitive,Girl pushes car,Gesture,SVO,,,,Object,1
31,,,,,7,Intransitive,Old lady jumps,Gesture,SV,,,,None,1
31,,,,,8,Transitive,Fireman pushes boy,Gesture,SVO,,,,Person,1
31,,,,,9,Transitive,Old lady elbows ball,Gesture,SVO,,,,Object,
31,,,,,10,Intransitive,Car tumbles,Gesture,SV,,,,None,
31,,,,,11,Transitive,Girl rubs heart,Gesture,SOV,,1,,Object,1
31,,,,,12,Transitive,Boy lifts girl,Gesture,SVO,,,,Person,
31,,,,,13,Transitive,Fireman throws star,Gesture,SVO,,1,,Object,
31,,,,,14,Intransitive,Ball rolls,Gesture,SV,,,,None,
31,,,,,15,Transitive,Girl elbows old lady,Gesture,SVO,,,,Person,
31,,,,,16,Intransitive,Boy skates,Gesture,SV,,,,None,
31,,,,,17,Transitive,Fireman kicks girl,Gesture,SVO,,,,Person,
31,,,,,18,Transitive,Old lady kisses star,Gesture,SVO,,,,Object,
31,,,,,19,Transitive,Old lady rubs fireman,Gesture,SVO,,,,Person,
31,,,,,20,Transitive,Girl throws old lady,Gesture,SVO,,,,Person,
31,,,,,21,Intransitive,Star jumps,Gesture,SV,,,,None,
31,,,,,22,Intransitive,Fireman falls,Gesture,SV,,,,None,
31,,,,,23,Intransitive,Heart falls,Gesture,SV,,,,None,
31,,,,,24,Transitive,Boy pokes heart,Gesture,SVO,,1,,Object,
31,,,,,25,Transitive,Fireman lifts car,Gesture,SVO,,1,,Object,
31,,,,,26,Transitive,Old lady pokes fireman,Gesture,SVO,,,,Person,
31,,,,,27,Intransitive,Girl tumbles,Gesture,SV,,,,None,
31,,,,,28,Transitive,Girl kisses boy,Gesture,SVO,,,,Person,
32,,,,,2,Intransitive,Star moves in circle,Gesture,,,,,None,
32,,,,,3,Transitive,Old lady waves heart,Gesture,,,,,Object,
32,,,,,5,Transitive,Girl kisses boy,Gesture,OV,,1,,Person,1
32,,,,,6,Intransitive,Girl tumbles,Gesture,SV,,,,None,
32,,,,,7,Transitive,Old lady pokes fireman,Gesture,SV,,,1,Person,
32,,,,,8,Transitive,Fireman lifts car,Gesture,OV,,1,,Object,1
32,,,,,9,Transitive,Boy pokes heart,Gesture,SOV,,,,Object,1
32,,,,,10,Intransitive,Heart falls,Gesture,SV,,,,None,
32,,,,,11,Intransitive,Fireman falls,Gesture,SV,,,,None,
32,,,,,12,Intransitive,Star jumps,Gesture,SV,,,,None,
32,,,,,13,Transitive,Girl throws old lady,Gesture,SOV,,,,Person,1
32,,,,,14,Transitive,Old lady rubs fireman,Gesture,OSV,,1,,Person,1
32,,,,,15,Transitive,Old lady kisses star,Gesture,OSV,,1,,Object,1
32,,,,,16,Transitive,Fireman kicks girl,Gesture,SOV,,,,Person,1
32,,,,,17,Intransitive,Boy skates,Gesture,SV,,,,None,
32,,,,,18,Transitive,Girl elbows old lady,Gesture,SOV,,,,Person,1
32,,,,,19,Intransitive,Ball rolls,Gesture,SV,,,,None,
32,,,,,20,Transitive,Fireman throws star,Gesture,SOV,,1,,Object,1
32,,,,,21,Transitive,Boy lifts girl,Gesture,SOV,,,,Person,1
32,,,,,22,Transitive,Girl rubs heart,Gesture,OSV,,1,,Object,1
32,,,,,23,Intransitive,Car tumbles,Gesture,SV,,,,None,
32,,,,,24,Transitive,Old lady elbows ball,Gesture,OSV,,1,,Object,1
32,,,,,25,Transitive,Fireman pushes boy,Gesture,SOV,,1,,Person,1
32,,,,,26,Intransitive,Old lady jumps,Gesture,SV,,,,None,
32,,,,,27,Transitive,Girl pushes car,Gesture,SOV,,1,,Object,1
32,,,,,28,Transitive,Boy kicks ball,Gesture,OSV,,1,,Object,1
33,,,,,2,Intransitive,Star moves in circle,Gesture,,,,,None,
33,,,,,3,Transitive,Old lady waves heart,Gesture,,,,,Object,
33,,,,,5,Transitive,Girl kisses boy,Gesture,SOV,,,,Person,
33,,,,,6,Intransitive,Girl tumbles,Gesture,SV,,,,None,
33,,,,,7,Transitive,Old lady pokes fireman,Gesture,SOV,,1,,Person,1
33,,,,,8,Transitive,Fireman lifts car,Gesture,SOSV,,1,,Object,1
33,,,,,9,Transitive,Boy pokes heart,Gesture,SOSV,,1,,Object,1
33,,,,,10,Intransitive,Heart falls,Gesture,SV,,,,None,
33,,,,,11,Intransitive,Fireman falls,Gesture,SV,,,,None,
33,,,,,12,Intransitive,Star jumps,Gesture,SV,,,,None,
33,,,,,13,Transitive,Girl throws old lady,Gesture,SOSV,,1,,Person,1
33,,,,,14,Transitive,Old lady rubs fireman,Gesture,SOSOV,,1,,Person,1
33,,,,,15,Transitive,Old lady kisses star,Gesture,SOV,,1,,Object,1
33,,,,,16,Transitive,Fireman kicks girl,Gesture,SOSVO,,,1,Person,1
33,,,,,17,Intransitive,Boy skates,Gesture,SV,,,,None,
33,,,,,18,Transitive,Girl elbows old lady,Gesture,SOSOV,,1,,Person,1
33,,,,,19,Intransitive,Ball rolls,Gesture,SV,,,,None,
33,,,,,20,Transitive,Fireman throws star,Gesture,SOSV,,1,,Object,1
33,,,,,21,Transitive,Boy lifts girl,Gesture,SOV,,1,,Person,1
33,,,,,22,Transitive,Girl rubs heart,Gesture,SOV,,1,,Object,1
33,,,,,23,Intransitive,Car tumbles,Gesture,SV,,,,None,
33,,,,,24,Transitive,Old lady elbows ball,Gesture,SOSOV,,1,,Object,1
33,,,,,25,Transitive,Fireman pushes boy,Gesture,SOSOV,,1,,Person,1
33,,,,,26,Intransitive,Old lady jumps,Gesture,SV,,,,None,
33,,,,,27,Transitive,Girl pushes car,Gesture,SOSVO,,1,1,Object,1
33,,,,,28,Transitive,Boy kicks ball,Gesture,SOSOV,,1,,Object,1
34,,,,,2,Intransitive,Star moves in circle,Gesture,SV,,,,None,
34,,,,,3,Transitive,Old lady waves heart,Gesture,SOV,,1,,Object,1
34,,,,,5,Transitive,Boy kicks ball,Gesture,SVO,,,,Object,
34,,,,,6,Transitive,Girl pushes car,Gesture,VO,,,,Object,
34,,,,,7,Intransitive,Old lady jumps,Gesture,SV,,,,None,
34,,,,,8,Transitive,Fireman pushes boy,Gesture,SVO,,,,Person,
34,,,,,9,Transitive,Old lady elbows ball,Gesture,SVO,,,,Object,
34,,,,,10,Intransitive,Car tumbles,Gesture,SV,,,,None,
34,,,,,11,Transitive,Girl rubs heart,Gesture,SVO,,,,Object,
34,,,,,12,Transitive,Boy lifts girl,Gesture,SVO,,,,Person,
34,,,,,13,Transitive,Fireman throws star,Gesture,SVO,,,,Object,
34,,,,,14,Intransitive,Ball rolls,Gesture,SV,,,,None,
34,,,,,15,Transitive,Girl elbows old lady,Gesture,SVO,,,,Person,
34,,,,,16,Intransitive,Boy skates,Gesture,SV,,,,None,
34,,,,,17,Transitive,Fireman kicks girl,Gesture,SVO,,,,Person,
34,,,,,18,Transitive,Old lady kisses star,Gesture,SVO,,,,Object,
34,,,,,19,Transitive,Old lady rubs fireman,Gesture,SVO,,,,Person,
34,,,,,20,Transitive,Girl throws old lady,Gesture,SVO,,,,Person,
34,,,,,21,Intransitive,Star jumps,Gesture,SV,,,,None,
34,,,,,22,Intransitive,Fireman falls,Gesture,SV,,,,None,
34,,,,,23,Intransitive,Heart falls,Gesture,SV,,,,None,
34,,,,,24,Transitive,Boy pokes heart,Gesture,SVO,,,,Object,
34,,,,,25,Transitive,Fireman lifts car,Gesture,SVO,,,,Object,
34,,,,,26,Transitive,Old lady pokes fireman,Gesture,SVO,,,,Person,
34,,,,,27,Intransitive,Girl tumbles,Gesture,SV,,,,None,
34,,,,,28,Transitive,Girl kisses boy,Gesture,OSV,,,,Person,1
35,,,,,2,Intransitive,Star moves in circle,Gesture,SV,,,,None,
35,,,,,3,Transitive,Old lady waves heart,Gesture,SOV,,1,,Object,1
35,,,,,5,Transitive,Boy kicks ball,Gesture,SOV,,,,Object,1
35,,,,,6,Transitive,Girl pushes car,Gesture,SV,,,1,Object,
35,,,,,7,Intransitive,Old lady jumps,Gesture,SV,,,,None,
35,,,,,8,Transitive,Fireman pushes boy,Gesture,SVO,,,,Person,
35,,,,,9,Transitive,Old lady elbows ball,Gesture,SVO,,,,Object,
35,,,,,10,Intransitive,Car tumbles,Gesture,SV,,,,None,
35,,,,,11,Transitive,Girl rubs heart,Gesture,SOV,,1,,Object,1
35,,,,,12,Transitive,Boy lifts girl,Gesture,SVO,,,,Person,
35,,,,,13,Transitive,Fireman throws star,Gesture,SVO,,,,Object,
35,,,,,14,Intransitive,Ball rolls,Gesture,SV,,,,None,
35,,,,,15,Transitive,Girl elbows old lady,Gesture,SVO,,,,Person,
35,,,,,16,Intransitive,Boy skates,Gesture,SV,,,,None,
35,,,,,17,Transitive,Fireman kicks girl,Gesture,SVO,,,,Person,
35,,,,,18,Transitive,Old lady kisses star,Gesture,SVO,,,,Object,
35,,,,,19,Transitive,Old lady rubs fireman,Gesture,SVO,,,,Person,
35,,,,,20,Transitive,Girl throws old lady,Gesture,SVO,,,,Person,
35,,,,,21,Intransitive,Star jumps,Gesture,SV,,,,None,
35,,,,,22,Intransitive,Fireman falls,Gesture,SV,,,,None,
35,,,,,23,Intransitive,Heart falls,Gesture,SV,,,,None,
35,,,,,24,Transitive,Boy pokes heart,Gesture,SVO,,,,Object,
35,,,,,25,Transitive,Fireman lifts car,Gesture,SVO,,,,Object,
35,,,,,26,Transitive,Old lady pokes fireman,Gesture,SVO,,,,Person,
35,,,,,27,Intransitive,Girl tumbles,Gesture,SV,,,,None,
35,,,,,28,Transitive,Girl kisses boy,Gesture,SVO,,,,Person,
36,,,,,2,Intransitive,Star moves in circle,Gesture,,,,,None,
36,,,,,3,Transitive,Old lady waves heart,Gesture,,,,,Object,
36,,,,,5,Transitive,Boy kicks ball,Gesture,VO,,,,Object,
36,,,,,6,Transitive,Girl pushes car,Gesture,SVO,,,,Object,
36,,,,,7,Intransitive,Old lady jumps,Gesture,SV,,,,None,
36,,,,,8,Transitive,Fireman pushes boy,Gesture,SVO,,,,Person,
36,,,,,9,Transitive,Old lady elbows ball,Gesture,SVO,,,,Object,
36,,,,,10,Intransitive,Car tumbles,Gesture,SV,,,,None,
36,,,,,11,Transitive,Girl rubs heart,Gesture,SVO,,,,Object,
36,,,,,12,Transitive,Boy lifts girl,Gesture,SVO,,,,Person,
36,,,,,13,Transitive,Fireman throws star,Gesture,SVO,,1,,Object,
36,,,,,14,Intransitive,Ball rolls,Gesture,SV,,,,None,
36,,,,,15,Transitive,Girl elbows old lady,Gesture,SV,,,1,Person,
36,,,,,16,Intransitive,Boy skates,Gesture,SV,,,,None,
36,,,,,17,Transitive,Fireman kicks girl,Gesture,SVO,,,,Person,
36,,,,,18,Transitive,Old lady kisses star,Gesture,SOV,,1,,Object,1
36,,,,,19,Transitive,Old lady rubs fireman,Gesture,SVO,,,,Person,
36,,,,,20,Transitive,Girl throws old lady,Gesture,SVO,,,,Person,
36,,,,,21,Intransitive,Star jumps,Gesture,SV,,,,None,
36,,,,,22,Intransitive,Fireman falls,Gesture,SV,,,,None,
36,,,,,23,Intransitive,Heart falls,Gesture,SV,,,,None,
36,,,,,24,Transitive,Boy pokes heart,Gesture,SVO,,1,,Object,
36,,,,,25,Transitive,Fireman lifts car,Gesture,SVO,,1,,Object,
36,,,,,26,Transitive,Old lady pokes fireman,Gesture,SVO,,,,Person,
36,,,,,27,Intransitive,Girl tumbles,Gesture,SV,,,,None,
36,,,,,28,Transitive,Girl kisses boy,Gesture,SVO,,,,Person,
37,,,,,2,Intransitive,Star moves in circle,Gesture,,,,,None,
37,,,,,3,Transitive,Old lady waves heart,Gesture,,,,,Object,
37,,,,,5,Transitive,Girl kisses boy,Gesture,OV,,,,Person,1
37,,,,,6,Intransitive,Girl tumbles,Gesture,SV,,,,None,
37,,,,,7,Transitive,Old lady pokes fireman,Gesture,SVO,,,,Person,
37,,,,,8,Transitive,Fireman lifts car,Gesture,SVO,,,,Object,
37,,,,,9,Transitive,Boy pokes heart,Gesture,SOV,,,,Object,1
37,,,,,10,Intransitive,Heart falls,Gesture,SV,,,,None,
37,,,,,11,Intransitive,Fireman falls,Gesture,SV,,,,None,
37,,,,,12,Intransitive,Star jumps,Gesture,SV,,,,None,
37,,,,,13,Transitive,Girl throws old lady,Gesture,SVO,,,,Person,
37,,,,,14,Transitive,Old lady rubs fireman,Gesture,SVO,,,,Person,
37,,,,,15,Transitive,Old lady kisses star,Gesture,SOV,,1,,Object,1
37,,,,,16,Transitive,Fireman kicks girl,Gesture,SVO,,,,Person,
37,,,,,17,Intransitive,Boy skates,Gesture,SV,,,,None,
37,,,,,18,Transitive,Girl elbows old lady,Gesture,SV,,,1,Person,
37,,,,,19,Intransitive,Ball rolls,Gesture,SV,,,,None,
37,,,,,20,Transitive,Fireman throws star,Gesture,SOV,,,,Object,1
37,,,,,21,Transitive,Boy lifts girl,Gesture,SVO,,,,Person,
37,,,,,22,Transitive,Girl rubs heart,Gesture,SVO,,,,Object,
37,,,,,23,Intransitive,Car tumbles,Gesture,SV,,,,None,
37,,,,,24,Transitive,Old lady elbows ball,Gesture,SVO,,,,Object,
37,,,,,25,Transitive,Fireman pushes boy,Gesture,SVO,,,,Person,
37,,,,,26,Intransitive,Old lady jumps,Gesture,SV,,,,None,
37,,,,,27,Transitive,Girl pushes car,Gesture,SVO,,,,Object,
37,,,,,28,Transitive,Boy kicks ball,Gesture,SVO,,,,Object,
38,,,,,2,Intransitive,Star moves in circle,Gesture,,,,,None,
38,,,,,3,Transitive,Old lady waves heart,Gesture,,,,,Object,
38,,,,,5,Transitive,Boy kicks ball,Gesture,SV,,,1,Object,
38,,,,,6,Transitive,Girl pushes car,Gesture,SVO,,1,,Object,
38,,,,,7,Intransitive,Old lady jumps,Gesture,SV,,,,None,
38,,,,,8,Transitive,Fireman pushes boy,Gesture,SVO,,,,Person,
38,,,,,9,Transitive,Old lady elbows ball,Gesture,SOV,,,,Object,1
38,,,,,10,Intransitive,Car tumbles,Gesture,SV,,,,None,
38,,,,,11,Transitive,Girl rubs heart,Gesture,SOV,,1,,Object,1
38,,,,,12,Transitive,Boy lifts girl,Gesture,SOV,,,,Person,1
38,,,,,13,Transitive,Fireman throws star,Gesture,SOV,,1,,Object,1
38,,,,,14,Intransitive,Ball rolls,Gesture,SV,,,,None,
38,,,,,15,Transitive,Girl elbows old lady,Gesture,SVO,,,,Person,
38,,,,,16,Intransitive,Boy skates,Gesture,SV,,,,None,
38,,,,,17,Transitive,Fireman kicks girl,Gesture,SVO,,,,Person,
38,,,,,18,Transitive,Old lady kisses star,Gesture,SOV,,1,,Object,1
38,,,,,19,Transitive,Old lady rubs fireman,Gesture,SVO,,,,Person,
38,,,,,20,Transitive,Girl throws old lady,Gesture,SVO,,,,Person,
38,,,,,21,Intransitive,Star jumps,Gesture,SV,,,,None,
38,,,,,22,Intransitive,Fireman falls,Gesture,SV,,,,None,
38,,,,,23,Intransitive,Heart falls,Gesture,SV,,,,None,
38,,,,,24,Transitive,Boy pokes heart,Gesture,SOV,,1,,Object,1
38,,,,,25,Transitive,Fireman lifts car,Gesture,SVO,,1,,Object,
38,,,,,26,Transitive,Old lady pokes fireman,Gesture,SVO,,,,Person,
